Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
291	Spectrogram 1	1	478.500000	479.250000	0	0	14	cluster_14	0.7492
292	Spectrogram 1	1	479.000000	479.500000	0	0	12	cluster_12	0.8972
293	Spectrogram 1	1	479.250000	480.000000	0	0	14	cluster_14	1.0000
294	Spectrogram 1	1	479.750000	480.250000	0	0	noise	cluster_noise	0.0000
295	Spectrogram 1	1	480.000000	480.500000	0	0	12	cluster_12	0.9374
296	Spectrogram 1	1	480.250000	481.000000	0	0	14	cluster_14	0.8527
297	Spectrogram 1	1	480.750000	481.250000	0	0	6	cluster_6	0.8786
298	Spectrogram 1	1	481.000000	481.750000	0	0	14	cluster_14	0.9891
299	Spectrogram 1	1	481.500000	482.250000	0	0	noise	cluster_noise	0.0000
300	Spectrogram 1	1	482.000000	482.750000	0	0	14	cluster_14	1.0000
301	Spectrogram 1	1	482.500000	483.000000	0	0	6	cluster_6	1.0000
302	Spectrogram 1	1	482.750000	483.250000	0	0	noise	cluster_noise	0.0000
303	Spectrogram 1	1	483.000000	483.750000	0	0	14	cluster_14	1.0000
304	Spectrogram 1	1	483.500000	484.000000	0	0	noise	cluster_noise	0.0000
305	Spectrogram 1	1	483.750000	485.250000	0	0	14	cluster_14	1.0000
306	Spectrogram 1	1	485.000000	485.750000	0	0	5	cluster_5	0.5889
307	Spectrogram 1	1	485.500000	486.000000	0	0	noise	cluster_noise	0.0000
308	Spectrogram 1	1	485.750000	487.250000	0	0	6	cluster_6	0.9864
309	Spectrogram 1	1	487.000000	487.750000	0	0	4	cluster_4	1.0000
310	Spectrogram 1	1	487.500000	488.000000	0	0	noise	cluster_noise	0.0000
311	Spectrogram 1	1	487.750000	488.250000	0	0	4	cluster_4	1.0000
312	Spectrogram 1	1	488.000000	488.750000	0	0	6	cluster_6	0.9609
313	Spectrogram 1	1	488.500000	489.250000	0	0	noise	cluster_noise	0.0000
314	Spectrogram 1	1	489.000000	490.750000	0	0	6	cluster_6	0.9967
315	Spectrogram 1	1	490.500000	491.000000	0	0	5	cluster_5	0.5487
316	Spectrogram 1	1	490.750000	491.250000	0	0	4	cluster_4	0.9780
317	Spectrogram 1	1	491.000000	491.500000	0	0	noise	cluster_noise	0.0000
318	Spectrogram 1	1	491.250000	492.000000	0	0	4	cluster_4	0.9573
319	Spectrogram 1	1	491.750000	492.500000	0	0	6	cluster_6	1.0000
320	Spectrogram 1	1	492.250000	492.750000	0	0	noise	cluster_noise	0.0000
321	Spectrogram 1	1	492.500000	493.500000	0	0	6	cluster_6	0.9940
322	Spectrogram 1	1	493.250000	493.750000	0	0	11	cluster_11	0.7875
323	Spectrogram 1	1	493.500000	494.000000	0	0	14	cluster_14	0.6272
324	Spectrogram 1	1	493.750000	494.250000	0	0	15	cluster_15	0.9610
325	Spectrogram 1	1	494.000000	494.500000	0	0	5	cluster_5	0.5207
326	Spectrogram 1	1	494.250000	494.750000	0	0	noise	cluster_noise	0.0000
327	Spectrogram 1	1	494.500000	495.000000	0	0	14	cluster_14	0.7611
328	Spectrogram 1	1	494.750000	495.250000	0	0	6	cluster_6	1.0000
329	Spectrogram 1	1	495.000000	495.500000	0	0	12	cluster_12	0.7759
330	Spectrogram 1	1	495.250000	495.750000	0	0	14	cluster_14	0.5658
331	Spectrogram 1	1	495.500000	496.000000	0	0	noise	cluster_noise	0.0000
332	Spectrogram 1	1	495.750000	496.250000	0	0	6	cluster_6	1.0000
333	Spectrogram 1	1	496.000000	496.750000	0	0	14	cluster_14	0.9004
334	Spectrogram 1	1	496.500000	497.000000	0	0	noise	cluster_noise	0.0000
335	Spectrogram 1	1	496.750000	497.750000	0	0	6	cluster_6	1.0000
336	Spectrogram 1	1	497.500000	498.000000	0	0	noise	cluster_noise	0.0000
